"NAME","LOCUS","LENGTH","CHECKV_QUALITY","gene_position","start_position","end_position","strandedness","rank","ko_id","kegg_hit","viral_id","viral_hit","viral_RBH","viral_identity","viral_bitScore","viral_eVal","peptidase_id","peptidase_family","peptidase_hit","peptidase_RBH","peptidase_identity","peptidase_bitScore","peptidase_eVal","pfam_hits","cazy_id","cazy_hits","vogdb_id","vogdb_hits","vogdb_categories","heme_regulatory_motif_count","virsorter_category","auxiliary_score","is_transposon","amg_flags","EC_ANNOTATION","PHROG","PHROG_ANNOTATION"
"DNA_vOTU_4618","SAGEDEP_071237",16625,"Low-quality",19,12849,14759,-1,"D","","","YP_007237926.1","YP_007237926.1 glycosyl transferase [Tetrasphaera phage TJE1]",FALSE,0.251,64,1.62e-09,"","","",NA,NA,NA,NA,"Methyltransferase FkbM domain [PF05050.15]; Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]","","","VOG01100","REFSEQ hypothetical protein; Xu","Xu",0,1,1,FALSE,"MKF","","phrog_2170","glycosyltransferase"
"DNA_vOTU_4681","SAGEDEP_072000",11283,"Not-determined",3,2148,3470,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Concanavalin A-like lectin/glucanases superfamily [PF13385.9]","","","","","",0,2,3,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_4884","SAGEDEP_074675",23383,"Low-quality",31,17869,18837,1,"C","K01711","GDPmannose 4,6-dehydratase [EC:4.2.1.47]","YP_009323158.1","YP_009323158.1 GDP-mannose 4,6-dehydratase [Synechococcus phage S-CAM7]",FALSE,0.523,324,2.28e-98,"","","",NA,NA,NA,NA,"GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; RmlD substrate binding domain [PF04321.20]; Polysaccharide biosynthesis protein [PF02719.18]; NmrA-like family [PF05368.16]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]","","","VOG00276","sp|P27830|RMLB2_ECOLI dTDP-glucose 4,6-dehydratase 2; Xh","Xh",0,1,3,FALSE,"MKF","","",""
"DNA_vOTU_4743","SAGEDEP_072669",13513,"Not-determined",7,4458,5837,1,"D","","","","",NA,NA,NA,NA,"MER0132801","G01","MER0132801 - PepG1 peptidase ({Alicyclobacillus} sp.) (Catenulispora acidiphila) [G01.006]#G01#{peptidase unit: 50-214}~source YP_003118498~",FALSE,0.314,80,3.32e-14,"Peptidase A4 family [PF01828.20]","","","","","",0,2,3,FALSE,"MF","","","Hypothetical protein"
"DNA_vOTU_4850","SAGEDEP_074173",10012,"Not-determined",9,4314,4952,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.23]","","","","","",0,2,3,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_4851","SAGEDEP_074190",12145,"Low-quality",7,7490,9187,-1,"C","K00705","4-alpha-glucanotransferase [EC:2.4.1.25]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"4-alpha-glucanotransferase [PF02446.20]","GH77","GH77 amylomaltase or 4-alpha-glucanotransferase (EC 2.4.1.25)","","","",0,2,2,FALSE,"MF","","",""
"DNA_vOTU_5032","SAGEDEP_076988",26741,"Low-quality",4,2055,3011,1,"D","","","YP_009012398.1","YP_009012398.1 Phi92_gp067 [Enterobacteria phage phi92]",FALSE,0.382,211,2.98e-59,"","","",NA,NA,NA,NA,"GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; RmlD substrate binding domain [PF04321.20]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; Polysaccharide biosynthesis protein [PF02719.18]; Male sterility protein [PF07993.15]","","","VOG00276","sp|P27830|RMLB2_ECOLI dTDP-glucose 4,6-dehydratase 2; Xh","Xh",0,1,2,FALSE,"MKF","","",""
"DNA_vOTU_4994","SAGEDEP_076409",15081,"Low-quality",3,2140,4080,-1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Concanavalin A-like lectin/glucanases superfamily [PF13385.9]","","","","","",0,2,2,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_5048","SAGEDEP_077437",22459,"Low-quality",20,18512,21280,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Concanavalin A-like lectin/glucanases superfamily [PF13385.9]; IPT/TIG domain [PF01833.27]","","","","","",0,1,2,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_5224","SAGEDEP_079920",44005,"Medium-quality",3,3020,3787,-1,"C","K02003","putative ABC transport system ATP-binding protein","YP_009001225.1","YP_009001225.1 ABC2 type transporter superfamily protein [Pithovirus sibericum]",FALSE,0.277,89,7.96e-19,"","","",NA,NA,NA,NA,"ABC transporter [PF00005.30]","","","VOG10397","sp|P44662|Y361_HAEIN Probable iron transport system ATP-binding protein HI_0361; Xh","Xh",0,1,3,FALSE,"MF","","","putative ABC transporter ATP-binding protein"
"DNA_vOTU_5097","SAGEDEP_078086",61260,"Medium-quality",46,55342,56424,1,"D","","","YP_009173259.1","YP_009173259.1 UDP-N-acetylglucosamine 2-epimerase [Chrysochromulina ericina virus]",FALSE,0.384,228,1.45e-64,"","","",NA,NA,NA,NA,"UDP-N-acetylglucosamine 2-epimerase [PF02350.22]","","","VOG06014","sp|Q6LZC4|WECB_METMP UDP-N-acetylglucosamine 2-epimerase; Xh","Xh",0,2,2,FALSE,"MKF","","",""
"DNA_vOTU_5105","SAGEDEP_078330",19717,"Low-quality",4,2459,3631,1,"C","K15635","2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Metalloenzyme superfamily [PF01676.21]; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [PF10143.12]","","","","","",0,2,2,FALSE,"MF","","","2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
"DNA_vOTU_5205","SAGEDEP_079624",35741,"Low-quality",30,30406,31926,1,"C","K02112","F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"ATP synthase alpha/beta family, nucleotide-binding domain [PF00006.28]; ATP synthase alpha/beta family, beta-barrel domain [PF02874.26]; T3SS EscN ATPase C-terminal domain [PF18269.4]","","","","","",0,2,2,FALSE,"MF","","",""
"DNA_vOTU_5205","SAGEDEP_079625",35741,"Low-quality",31,32027,32446,1,"C","K02114","F-type H+-transporting ATPase subunit epsilon","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"ATP synthase, Delta/Epsilon chain, beta-sandwich domain [PF02823.19]; ATP synthase, Delta/Epsilon chain, long alpha-helix domain [PF00401.23]","","","","","",0,2,2,FALSE,"MF","","","ATP synthase epsilon chain"
"DNA_vOTU_5196","SAGEDEP_079515",12735,"Low-quality",10,7082,8209,-1,"C","K00558","DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]","YP_009950971.1","YP_009950971.1 DNA methylase [Mycobacterium phage Rando14]",FALSE,0.242,111,4.25e-25,"","","",NA,NA,NA,NA,"C-5 cytosine-specific DNA methylase [PF00145.20]","","","VOG00135","sp|P34877|MTSA_LACLC Modification methylase ScrFIA; XhXp","Xp;Xh",0,1,3,FALSE,"MF","","phrog_116","DNA methyltransferase"
"DNA_vOTU_5273","SAGEDEP_080610",28863,"Low-quality",5,3341,4351,-1,"C","K07031","D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]","YP_009098766.1","YP_009098766.1 D,D-heptose 7-phosphate kinase [Caulobacter phage Cr30]",FALSE,0.237,100,1.65e-21,"","","",NA,NA,NA,NA,"GHMP kinases N terminal domain [PF00288.29]; GHMP kinases C terminal [PF08544.16]","","","VOG21432","sp|O53637|HDDA_MYCTU D-glycero-alpha-D-manno-heptose 7-phosphate kinase; Xh","Xh",0,1,3,FALSE,"MKF","","",""
"DNA_vOTU_5273","SAGEDEP_080611",28863,"Low-quality",6,4348,5469,-1,"C","K13668","phosphatidyl-myo-inositol dimannoside synthase [EC:2.4.1.346]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]; Glycosyl transferases group 1 [PF13524.9]","GT4; GT5","GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342); GT5 UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)","","","",0,2,3,FALSE,"MKF","","",""
"DNA_vOTU_5409","SAGEDEP_082253",11906,"Not-determined",9,2271,3968,-1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"3-keto-disaccharide hydrolase [PF06439.14]; Bacterial Ig-like domain (group 2) [PF02368.21]","CBM66","CBM66 The CBM66 module, derived from the Bacillus subtilis exo-acting beta-fructosidase SacC, targets the terminal fructoside residue of fructans.","","","",0,0,2,FALSE,"MF","","phrog_215","structural protein with Ig domain protein"
"DNA_vOTU_5431","SAGEDEP_082604",31440,"Not-determined",6,4927,6006,-1,"C","K00175","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain [PF02775.24]","","","","","",0,2,3,FALSE,"MF","","",""
"DNA_vOTU_5561","SAGEDEP_084265",15804,"Not-determined",5,10804,11583,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"PLD-like domain [PF13091.9]","","","","","",0,2,3,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_5685","SAGEDEP_086002",56048,"Low-quality",5,3650,4318,1,"C","K01783","ribulose-phosphate 3-epimerase [EC:5.1.3.1]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Ribulose-phosphate 3 epimerase family [PF00834.22]","","","","","",0,2,3,FALSE,"MKF","","",""
"DNA_vOTU_5650","SAGEDEP_085527",14436,"Low-quality",6,3976,5520,-1,"C","K00558","DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]","YP_010104416.1","YP_010104416.1 DNA methylase [Gordonia phage Jabberwocky]",FALSE,0.278,121,2.35e-27,"","","",NA,NA,NA,NA,"C-5 cytosine-specific DNA methylase [PF00145.20]","","","VOG00135","sp|P34877|MTSA_LACLC Modification methylase ScrFIA; XhXp","Xh;Xp",0,1,3,FALSE,"MF","","phrog_116","DNA methyltransferase"
"DNA_vOTU_5735","SAGEDEP_087132",110995,"Low-quality",5,3466,4488,-1,"D","","","","",NA,NA,NA,NA,"MER0220381","S09X","MER0220381 - family S9 unassigned peptidases (Amycolatopsis mediterranei) [S09.UPW]#S09X#{peptidase unit: 51-326}~source YP_003766381~",FALSE,0.635,345,1.41e-104,"Putative esterase [PF00756.23]","CE1","CE1 acetyl xylan esterase (EC 3.1.1.72); cinnamoyl esterase (EC 3.1.1.-); feruloyl esterase (EC 3.1.1.73); carboxylesterase (EC 3.1.1.1); S-formylglutathione hydrolase (EC 3.1.2.12); diacylglycerol O-acyltransferase (EC 2.3.1.20); trehalose 6-O-mycolyltransferase (EC 2.3.1.122)","","","",0,2,3,FALSE,"MF","","phrog_5716","Hypothetical protein"
"DNA_vOTU_5714","SAGEDEP_086397",13814,"Low-quality",14,11173,12603,-1,"D","","","","",NA,NA,NA,NA,"MER0131155","M38","MER0131155 - family M38 non-peptidase homologues (Streptosporangium roseum) [M38.UNW]#M38#{peptidase unit: 50-383}~source GEBA2500480669~",FALSE,0.386,220,6.97e-60,"Amidohydrolase family [PF01979.23]; Amidohydrolase family [PF07969.14]","","","","","",0,2,2,FALSE,"MKPF","","",""
"DNA_vOTU_5676","SAGEDEP_085845",20358,"Low-quality",4,2550,6806,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"","CBM66","CBM66 The CBM66 module, derived from the Bacillus subtilis exo-acting beta-fructosidase SacC, targets the terminal fructoside residue of fructans.","","","",0,2,2,FALSE,"MF","","","Hypothetical protein"
"DNA_vOTU_5615","SAGEDEP_084849",11565,"Low-quality",4,3228,4748,-1,"C","K00375","GntR family transcriptional regulator / MocR family aminotransferase","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Aminotransferase class I and II [PF00155.24]; Bacterial regulatory proteins, gntR family [PF00392.24]","","","","","",0,2,1,FALSE,"MKF","","","HTH-type transcriptional regulatory protein GabR"
"DNA_vOTU_5878","SAGEDEP_090202",79668,"Low-quality",5,3782,4675,-1,"C","K00020","3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.18]; NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase [PF14833.9]; Shikimate / quinate 5-dehydrogenase [PF01488.23]","","","","","",0,2,3,FALSE,"MKF","","",""
"DNA_vOTU_5969","SAGEDEP_092467",113271,"Medium-quality",99,108124,111894,-1,"C","K03641","TolB protein","","",NA,NA,NA,NA,"MER0132870","S09X","MER0132870 - family S9 non-peptidase homologues (Catenulispora acidiphila) [S09.UNW]#S09X#{peptidase unit: 50-263}~source GEBA2500495333~",FALSE,0.261,80,1.85e-13,"Cellulase (glycosyl hydrolase family 5) [PF00150.21]; Dipeptidyl peptidase IV (DPP IV) N-terminal region [PF00930.24]; Fibronectin type III domain [PF00041.24]; Beta-galactosidase [PF02449.18]; WD40-like Beta Propeller Repeat [PF07676.15]","GH5; GH5_7","GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); chitosanase (EC 3.2.1.132); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146); beta-galactosylceramidase (EC 3.2.1.46); ; beta-rutinosidase /alpha-L-rhamnose-(1,6)-beta-D-glucosidase (EC 3.2.1.-); alpha-L-arabinofuranosidase (EC 3.2.1.55)","","","",0,2,3,FALSE,"MKEF","","","Tol-Pal system protein TolB"
"DNA_vOTU_5919","SAGEDEP_091491",350140,"High-quality",387,343431,346442,1,"C","K06976","uncharacterized protein","","",NA,NA,NA,NA,"MER0068633","C40","MER0068633 - family C40 non-peptidase homologues (Methanosarcina barkeri) [C40.UNW]#C40#{peptidase unit: 171-861}~source YP_306945~",FALSE,0.202,66,2.12e-09,"GNAT acetyltransferase [PF12746.10]; FR47-like protein [PF08445.13]; PKD domain [PF18911.3]; PKD domain [PF00801.23]; Aralkyl acyl-CoA:amino acid N-acyltransferase, C-terminal region [PF08444.13]","CBM44","CBM44 The C-terminal CBM44 module of the Clostridium thermocellum enzyme has been demonstrated to bind equally well cellulose and xyloglucan","","","",0,2,3,FALSE,"MPF","","","Hypothetical protein"
"DNA_vOTU_5909","SAGEDEP_090753",27494,"Low-quality",21,22643,23992,-1,"C","K01961","acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Carbamoyl-phosphate synthase L chain, ATP binding domain [PF02786.20]; Biotin carboxylase, N-terminal domain [PF00289.25]; Biotin carboxylase C-terminal domain [PF02785.22]; ATP-grasp domain [PF02222.25]; D-ala D-ala ligase C-terminus [PF07478.16]; ATP-grasp domain [PF13535.9]; ATP-grasp domain [PF02655.17]; RimK-like ATP-grasp domain [PF08443.14]; ATP-grasp in the biosynthetic pathway with Ter operon [PF15632.9]","","","","","",0,2,2,FALSE,"MKF","","",""
"DNA_vOTU_5909","SAGEDEP_090755",27494,"Low-quality",23,24555,25637,-1,"C","K01271","Xaa-Pro dipeptidase [EC:3.4.13.9]","","",NA,NA,NA,NA,"MER0065585","M24B","MER0065585 - hyperthermophile prolidase (Koribacter versatilis) [M24.008]#M24B#{peptidase unit: 138-364}~source YP_592364~",FALSE,0.511,219,6.76e-61,"Metallopeptidase family M24 [PF00557.27]; Creatinase/Prolidase N-terminal domain [PF01321.21]","","","","","",0,2,2,FALSE,"MF","","",""
"DNA_vOTU_5818","SAGEDEP_089140",15965,"Low-quality",5,2566,3450,1,"C","K01520","dUTP pyrophosphatase [EC:3.6.1.23]","YP_009815963.1","YP_009815963.1 deoxyuridine triphosphatase [Microbacterium phage Goodman]",FALSE,0.537,136,5.8e-34,"","","",NA,NA,NA,NA,"dUTPase [PF00692.22]; Domain of unknown function (DUF4406) [PF14359.9]","","","","","",0,1,2,FALSE,"MF","","phrog_135","dUTPase"
"DNA_vOTU_5818","SAGEDEP_089154",15965,"Low-quality",19,11267,13663,-1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Carbohydrate binding module (family 35) [PF16990.8]; DUF5010 C-terminal domain [PF18099.4]","CBM35","CBM35 Modules of approx. 130 residues. A module that is conserved in three Cellvibrio xylan-degrading enzymes binds to xylan and the interaction is calcium dependent, while a module from a Cellvibrio mannanase binds to decorated soluble mannans and mannooligosaccharides. A module in a Phanerochaete chrysosporium galactan 1,3-beta-galactosidase binds to beta-galactan.","","","",0,2,2,FALSE,"MF","","","Hypothetical protein"
"DNA_vOTU_6053","SAGEDEP_094322",173087,"High-quality",5,2441,3529,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Aminotransferase class I and II [PF00155.24]; Aspartate amino-transferase [PF12897.10]","","","","","",0,2,2,FALSE,"MKF","","",""
"DNA_vOTU_6019","SAGEDEP_093614",10997,"Low-quality",13,7447,8028,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.23]","","","","","",0,2,3,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_6188","SAGEDEP_097323",11185,"Low-quality",4,2244,3032,-1,"C","K00558","DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]","YP_009291335.1","YP_009291335.1 DNA methylase [Gordonia phage Phinally]",FALSE,0.473,168,1.29e-45,"","","",NA,NA,NA,NA,"C-5 cytosine-specific DNA methylase [PF00145.20]","","","VOG00135","sp|P34877|MTSA_LACLC Modification methylase ScrFIA; XhXp","Xh;Xp",0,1,2,FALSE,"MF","","phrog_363","DNA methyltransferase"
"DNA_vOTU_6285","SAGEDEP_098729",10162,"Low-quality",9,5777,7723,1,"D","","","YP_007237926.1","YP_007237926.1 glycosyl transferase [Tetrasphaera phage TJE1]",FALSE,0.286,79,3.32e-14,"","","",NA,NA,NA,NA,"Methyltransferase FkbM domain [PF05050.15]; Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]","GT4","GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)","VOG01100","REFSEQ hypothetical protein; Xu","Xu",0,1,1,FALSE,"MKF","","phrog_2170","glycosyltransferase"
"DNA_vOTU_6487","SAGEDEP_101456",29719,"Low-quality",4,2188,3321,1,"C","K01939","adenylosuccinate synthase [EC:6.3.4.4]","YP_009818502.1","YP_009818502.1 PurA-like adenylosuccinate synthetase [Streptomyces phage Hiyaa]",FALSE,0.419,269,2.98e-78,"","","",NA,NA,NA,NA,"Adenylosuccinate synthetase [PF00709.24]","","","VOG01841","sp|B3QQZ0|PURA_CHLP8 Adenylosuccinate synthetase; Xh","Xh",0,1,2,FALSE,"MF","","",""
"DNA_vOTU_6487","SAGEDEP_101459",29719,"Low-quality",7,4174,4842,1,"C","K01520","dUTP pyrophosphatase [EC:3.6.1.23]","YP_009602853.1","YP_009602853.1 deoxyuridine triphosphatase [Arthrobacter phage Preamble]",FALSE,0.543,153,5.89e-41,"","","",NA,NA,NA,NA,"dUTPase [PF00692.22]","","","","","",0,1,2,FALSE,"MF","","phrog_135","dUTPase"
"DNA_vOTU_6424","SAGEDEP_100059",80064,"Low-quality",64,75394,76788,1,"C","K00282","glycine dehydrogenase subunit 1 [EC:1.4.4.2]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Glycine cleavage system P-protein [PF02347.19]","","","VOG19286","sp|A2CDR0|GCSP_PROM3 Glycine dehydrogenase (decarboxylating); Xh","Xh",0,2,3,FALSE,"MKF","","",""
"DNA_vOTU_6544","SAGEDEP_102466",22742,"Low-quality",17,20793,21599,-1,"D","","","YP_009801023.1","YP_009801023.1 short chain dehydrogenase [Xanthomonas phage Carpasina]",FALSE,0.253,68,8.54e-12,"","","",NA,NA,NA,NA,"short chain dehydrogenase [PF00106.28]; Enoyl-(Acyl carrier protein) reductase [PF13561.9]; KR domain [PF08659.13]","","","VOG11079","sp|P37079|SORD_KLEPN Sorbitol-6-phosphate 2-dehydrogenase; Xh","Xh",0,2,2,FALSE,"MKF","","phrog_3142","FabG-like 3-oxoacyl-(acyl-carrier-protein) reductase"
"DNA_vOTU_6596","SAGEDEP_103292",21651,"Low-quality",7,3075,4028,-1,"D","","","YP_009984866.1","YP_009984866.1 hypothetical protein JR319_gp029 [Escherichia phage vB_EcoM-Ro121c4YLVW]",FALSE,0.251,90,1.52e-18,"","","",NA,NA,NA,NA,"Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13524.9]; Glycosyl transferases group 1 [PF13692.9]","","","VOG03504","REFSEQ hypothetical protein; Xu","Xu",0,1,2,FALSE,"MKF","","phrog_7162","glycosyltransferase"
"DNA_vOTU_6596","SAGEDEP_103294",21651,"Low-quality",9,4335,4907,-1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Methyltransferase domain [PF13578.9]; O-methyltransferase [PF01596.20]","","","","","",0,1,2,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_6603","SAGEDEP_103515",25144,"Low-quality",4,4690,5091,-1,"C","K05710","3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Rieske-like [2Fe-2S] domain [PF13806.9]; Rieske [2Fe-2S] domain [PF00355.29]","","","","","",0,2,2,FALSE,"MF","","","3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit"
"DNA_vOTU_6640","SAGEDEP_104081",14032,"Low-quality",11,10240,11100,-1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"","GT74","GT74 alpha-1,2-L-fucosyltransferase (EC 2.4.1.69)","","","",0,2,3,FALSE,"MF","","","Hypothetical protein"
